ID,Name of Book,File Name,Label,,Key
635,Montaigne,Montaigne_123.png,(+),,
636,Voltaire,Voltaire_260.png,(+),,
637,Voltaire,Voltaire_274.png,(+),,
638,Blackmore,Blackmore_248.png,(+),,
639,Blackmore,Blackmore_260.png,(+),,
640,Allestree,Allestree_065.png,(+),,
641,Montaigne,Montaigne_043.png,(+),,
642,Blackmore,Blackmore_274.png,(+),,
643,Montaigne,Montaigne_057.png,(+),,
644,Allestree,Allestree_071.png,(+),,
645,Voltaire,Voltaire_314.png,(+),,
646,Voltaire,Voltaire_300.png,(+),,
647,Montaigne,Montaigne_080.png,(+),,
648,Voltaire,Voltaire_328.png,(+),,
649,Montaigne,Montaigne_094.png,(+),,
650,Montaigne,Montaigne_269.png,(+),,
651,Albin,Albin_156.png,(+),,
652,Montaigne,Montaigne_241.png,(+),,
653,Blackmore,Blackmore_062.png,(+),,
654,Montaigne,Montaigne_255.png,(+),,
655,Blackmore,Blackmore_076.png,(+),,
656,Confucius,Confucius_089.png,(+),,
657,Voltaire,Voltaire_116.png,(+),,
658,Confucius,Confucius_062.png,(+),,
659,Browne,Browne_038.png,(+),,
660,Blackmore,Blackmore_089.png,(+),,
661,Voltaire,Voltaire_102.png,(+),,
662,Confucius,Confucius_076.png,(+),,
663,Montaigne,Montaigne_282.png,(+),,
664,Defoe,Defoe_195.png,(+),,
665,Browne,Browne_005.png,(+),,
666,Defoe,Defoe_194.png,(+),,
667,Montaigne,Montaigne_283.png,(+),,
668,Browne,Browne_011.png,(+),,
669,Blackmore,Blackmore_088.png,(+),,
670,Confucius,Confucius_077.png,(+),,
671,Voltaire,Voltaire_103.png,(+),,
672,Confucius,Confucius_063.png,(+),,
673,Voltaire,Voltaire_117.png,(+),,
674,Blackmore,Blackmore_077.png,(+),,
675,Montaigne,Montaigne_254.png,(+),,
676,Confucius,Confucius_088.png,(+),,
677,Montaigne,Montaigne_532.png,(+),,
678,Montaigne,Montaigne_526.png,(+),,
679,Blackmore,Blackmore_063.png,(+),,
680,Montaigne,Montaigne_240.png,(+),,
681,Defoe,Defoe_143.png,(+),,
682,Montaigne,Montaigne_268.png,(+),,
683,Montaigne,Montaigne_081.png,(+),,
684,Voltaire,Voltaire_329.png,(+),,
685,Voltaire,Voltaire_301.png,(+),,
686,Voltaire,Voltaire_315.png,(+),,
687,Allestree,Allestree_070.png,(+),,
688,Montaigne,Montaigne_056.png,(+),,
689,Blackmore,Blackmore_275.png,(+),,
690,Montaigne,Montaigne_042.png,(+),,
691,Allestree,Allestree_064.png,(+),,
692,Blackmore,Blackmore_249.png,(+),,
693,Allestree,Allestree_058.png,(+),,
694,Voltaire,Voltaire_275.png,(+),,
695,Voltaire,Voltaire_261.png,(+),,
696,Allestree,Allestree_104.png,(+),,
697,Blackmore,Blackmore_301.png,(+),,
698,Defoe,Defoe_221.png,(+),,
699,Allestree,Allestree_110.png,(+),,
700,Montaigne,Montaigne_136.png,(+),,
701,Blackmore,Blackmore_315.png,(+),,
702,Defoe,Defoe_235.png,(+),,
703,Montaigne,Montaigne_650.png,(+),,
704,Allestree,Allestree_138.png,(+),,
705,Defoe,Defoe_209.png,(+),,
706,Browne,Browne_171.png,(+),,
707,Montaigne,Montaigne_485.png,(+),,
708,Montaigne,Montaigne_491.png,(+),,
709,Browne,Browne_165.png,(+),,
710,Confucius,Confucius_103.png,(+),,
711,Ascham,Ascham_01_037.png,(+),,
712,Voltaire,Voltaire_077.png,(+),,
713,Confucius,Confucius_117.png,(+),,
714,Ascham,Ascham_01_023.png,(+),,
715,Browne,Browne_159.png,(+),,
716,Blackmore,Blackmore_103.png,(+),,
717,Montaigne,Montaigne_320.png,(+),,
718,Montaigne,Montaigne_446.png,(+),,
719,Voltaire,Voltaire_088.png,(+),,
720,Montaigne,Montaigne_452.png,(+),,
721,Defoe,Defoe_037.png,(+),,
722,Blackmore,Blackmore_117.png,(+),,
723,Montaigne,Montaigne_308.png,(+),,
724,Montaigne,Montaigne_330.png,(+),,
725,Blackmore,Blackmore_113.png,(+),,
726,Defoe,Defoe_033.png,(+),,
727,Voltaire,Voltaire_098.png,(+),,
728,Montaigne,Montaigne_456.png,(+),,
729,Montaigne,Montaigne_442.png,(+),,
730,Montaigne,Montaigne_324.png,(+),,
731,Blackmore,Blackmore_107.png,(+),,
732,Defoe,Defoe_027.png,(+),,
733,Browne,Browne_161.png,(+),,
734,Montaigne,Montaigne_495.png,(+),,
735,Montaigne,Montaigne_481.png,(+),,
736,Ascham,Ascham_01_027.png,(+),,
737,Voltaire,Voltaire_067.png,(+),,
738,Confucius,Confucius_113.png,(+),,
739,Voltaire,Voltaire_073.png,(+),,
740,Ascham,Ascham_01_033.png,(+),,
741,Confucius,Confucius_107.png,(+),,
742,Browne,Browne_149.png,(+),,
743,Montaigne,Montaigne_654.png,(+),,
744,Defoe,Defoe_231.png,(+),,
745,Blackmore,Blackmore_311.png,(+),,
746,Montaigne,Montaigne_132.png,(+),,
747,Allestree,Allestree_114.png,(+),,
748,Defoe,Defoe_225.png,(+),,
749,Blackmore,Blackmore_305.png,(+),,
750,Allestree,Allestree_100.png,(+),,
751,Montaigne,Montaigne_126.png,(+),,
752,Montaigne,Montaigne_640.png,(+),,
753,Allestree,Allestree_128.png,(+),,
754,Defoe,Defoe_219.png,(+),,
755,Voltaire,Voltaire_259.png,(+),,
756,Voltaire,Voltaire_271.png,(+),,
757,Blackmore,Blackmore_265.png,(+),,
758,Allestree,Allestree_060.png,(+),,
759,Blackmore,Blackmore_271.png,(+),,
760,Montaigne,Montaigne_052.png,(+),,
761,Allestree,Allestree_074.png,(+),,
762,Blackmore,Blackmore_259.png,(+),,
763,Allestree,Allestree_048.png,(+),,
764,Montaigne,Montaigne_085.png,(+),,
765,Browne,Browne_217.png,(+),,
766,Browne,Browne_203.png,(+),,
767,Voltaire,Voltaire_339.png,(+),,
768,Voltaire,Voltaire_311.png,(+),,
769,Voltaire,Voltaire_305.png,(+),,
770,Montaigne,Montaigne_244.png,(+),,
771,Blackmore,Blackmore_067.png,(+),,
772,Montaigne,Montaigne_522.png,(+),,
773,Confucius,Confucius_098.png,(+),,
774,Montaigne,Montaigne_536.png,(+),,
775,Defoe,Defoe_153.png,(+),,
776,Montaigne,Montaigne_250.png,(+),,
777,Blackmore,Blackmore_073.png,(+),,
778,Montaigne,Montaigne_278.png,(+),,
779,Albin,Albin_147.png,(+),,
780,Montaigne,Montaigne_287.png,(+),,
781,Montaigne,Montaigne_293.png,(+),,
782,Defoe,Defoe_190.png,(+),,
783,Blackmore,Blackmore_098.png,(+),,
784,Browne,Browne_029.png,(+),,
785,Voltaire,Voltaire_113.png,(+),,
786,Confucius,Confucius_067.png,(+),,
787,Confucius,Confucius_073.png,(+),,
788,Voltaire,Voltaire_106.png,(+),,
789,Browne,Browne_028.png,(+),,
790,Blackmore,Blackmore_099.png,(+),,
791,Confucius,Confucius_066.png,(+),,
792,Defoe,Defoe_191.png,(+),,
793,Montaigne,Montaigne_292.png,(+),,
794,Montaigne,Montaigne_286.png,(+),,
795,Montaigne,Montaigne_279.png,(+),,
796,Albin,Albin_146.png,(+),,
797,Montaigne,Montaigne_537.png,(+),,
798,Blackmore,Blackmore_072.png,(+),,
799,Allestree,Allestree_050.png,(+),,
800,Montaigne,Montaigne_251.png,(+),,
801,Blackmore,Blackmore_066.png,(+),,
802,Montaigne,Montaigne_245.png,(+),,
803,Confucius,Confucius_099.png,(+),,
804,Voltaire,Voltaire_304.png,(+),,
805,Voltaire,Voltaire_310.png,(+),,
806,Montaigne,Montaigne_090.png,(+),,
807,Voltaire,Voltaire_338.png,(+),,
808,Montaigne,Montaigne_084.png,(+),,
809,Allestree,Allestree_049.png,(+),,
810,Blackmore,Blackmore_258.png,(+),,
811,Allestree,Allestree_075.png,(+),,
812,Montaigne,Montaigne_053.png,(+),,
813,Blackmore,Blackmore_270.png,(+),,
814,Blackmore,Blackmore_264.png,(+),,
815,Voltaire,Voltaire_270.png,(+),,
816,Voltaire,Voltaire_264.png,(+),,
817,Voltaire,Voltaire_258.png,(+),,
818,Defoe,Defoe_218.png,(+),,
819,Allestree,Allestree_129.png,(+),,
820,Montaigne,Montaigne_127.png,(+),,
821,Allestree,Allestree_101.png,(+),,
822,Blackmore,Blackmore_304.png,(+),,
823,Defoe,Defoe_224.png,(+),,
824,Montaigne,Montaigne_641.png,(+),,
825,Montaigne,Montaigne_655.png,(+),,
826,Allestree,Allestree_115.png,(+),,
827,Montaigne,Montaigne_133.png,(+),,
828,Blackmore,Blackmore_310.png,(+),,
829,Defoe,Defoe_230.png,(+),,
830,Confucius,Confucius_106.png,(+),,
831,Ascham,Ascham_01_032.png,(+),,
832,Browne,Browne_148.png,(+),,
833,Confucius,Confucius_112.png,(+),,
834,Ascham,Ascham_01_026.png,(+),,
835,Voltaire,Voltaire_066.png,(+),,
836,Montaigne,Montaigne_480.png,(+),,
837,Browne,Browne_160.png,(+),,
838,Montaigne,Montaigne_494.png,(+),,
839,Montaigne,Montaigne_319.png,(+),,
840,Albin,Albin_032.png,(+),,
841,Montaigne,Montaigne_443.png,(+),,
842,Blackmore,Blackmore_106.png,(+),,
843,Montaigne,Montaigne_325.png,(+),,
844,Defoe,Defoe_032.png,(+),,
845,Blackmore,Blackmore_112.png,(+),,
846,Montaigne,Montaigne_457.png,(+),,
847,Blackmore,Blackmore_104.png,(+),,
848,Montaigne,Montaigne_327.png,(+),,
849,Montaigne,Montaigne_455.png,(+),,
850,Blackmore,Blackmore_110.png,(+),,
851,Montaigne,Montaigne_333.png,(+),,
852,Blackmore,Blackmore_138.png,(+),,
853,Defoe,Defoe_018.png,(+),,
854,Montaigne,Montaigne_482.png,(+),,
855,Confucius,Confucius_138.png,(+),,
856,Ascham,Ascham_01_018.png,(+),,
857,Confucius,Confucius_104.png,(+),,
858,Ascham,Ascham_01_030.png,(+),,
859,Confucius,Confucius_110.png,(+),,
860,Voltaire,Voltaire_064.png,(+),,
861,Ascham,Ascham_01_024.png,(+),,
862,Montaigne,Montaigne_643.png,(+),,
863,Defoe,Defoe_226.png,(+),,
864,Allestree,Allestree_103.png,(+),,
865,Montaigne,Montaigne_125.png,(+),,
866,Blackmore,Blackmore_306.png,(+),,
867,Defoe,Defoe_232.png,(+),,
868,Montaigne,Montaigne_131.png,(+),,
869,Allestree,Allestree_117.png,(+),,
870,Montaigne,Montaigne_657.png,(+),,
871,Voltaire,Voltaire_299.png,(+),,
872,Montaigne,Montaigne_119.png,(+),,
873,Browne,Browne_348.png,(+),,
874,Montaigne,Montaigne_051.png,(+),,
875,Allestree,Allestree_077.png,(+),,
876,Blackmore,Blackmore_272.png,(+),,
877,Allestree,Allestree_063.png,(+),,
878,Blackmore,Blackmore_266.png,(+),,
879,Montaigne,Montaigne_092.png,(+),,
880,Montaigne,Montaigne_086.png,(+),,
881,Voltaire,Voltaire_306.png,(+),,
882,Allestree,Allestree_088.png,(+),,
883,Browne,Browne_228.png,(+),,
884,Blackmore,Blackmore_299.png,(+),,
885,Voltaire,Voltaire_312.png,(+),,
886,Blackmore,Blackmore_070.png,(+),,
887,Montaigne,Montaigne_253.png,(+),,
888,Montaigne,Montaigne_535.png,(+),,
889,Montaigne,Montaigne_521.png,(+),,
890,Defoe,Defoe_144.png,(+),,
891,Blackmore,Blackmore_064.png,(+),,
892,Montaigne,Montaigne_247.png,(+),,
893,Allestree,Allestree_249.png,(+),,
894,Browne,Browne_002.png,(+),,
895,Confucius,Confucius_058.png,(+),,
896,Montaigne,Montaigne_284.png,(+),,
897,Confucius,Confucius_070.png,(+),,
898,Voltaire,Voltaire_104.png,(+),,
899,Confucius,Confucius_064.png,(+),,
900,Voltaire,Voltaire_110.png,(+),,
901,Voltaire,Voltaire_111.png,(+),,
902,Confucius,Confucius_065.png,(+),,
903,Voltaire,Voltaire_105.png,(+),,
904,Confucius,Confucius_071.png,(+),,
905,Confucius,Confucius_059.png,(+),,
906,Browne,Browne_003.png,(+),,
907,Defoe,Defoe_192.png,(+),,
908,Voltaire,Voltaire_139.png,(+),,
909,Albin,Albin_145.png,(+),,
910,Blackmore,Blackmore_059.png,(+),,
911,Allestree,Allestree_248.png,(+),,
912,Montaigne,Montaigne_246.png,(+),,
913,Blackmore,Blackmore_065.png,(+),,
914,Defoe,Defoe_145.png,(+),,
915,Montaigne,Montaigne_252.png,(+),,
916,Blackmore,Blackmore_071.png,(+),,
917,Montaigne,Montaigne_534.png,(+),,
918,Blackmore,Blackmore_298.png,(+),,
919,Browne,Browne_229.png,(+),,
920,Voltaire,Voltaire_313.png,(+),,
921,Voltaire,Voltaire_307.png,(+),,
922,Allestree,Allestree_089.png,(+),,
923,Montaigne,Montaigne_087.png,(+),,
924,Montaigne,Montaigne_093.png,(+),,
925,Browne,Browne_201.png,(+),,
926,Montaigne,Montaigne_078.png,(+),,
927,Montaigne,Montaigne_044.png,(+),,
928,Allestree,Allestree_062.png,(+),,
929,Allestree,Allestree_076.png,(+),,
930,Montaigne,Montaigne_050.png,(+),,
931,Voltaire,Voltaire_267.png,(+),,
932,Voltaire,Voltaire_273.png,(+),,
933,Browne,Browne_349.png,(+),,
934,Montaigne,Montaigne_118.png,(+),,
935,Allestree,Allestree_116.png,(+),,
936,Defoe,Defoe_233.png,(+),,
937,Voltaire,Voltaire_298.png,(+),,
938,Montaigne,Montaigne_656.png,(+),,
939,Montaigne,Montaigne_642.png,(+),,
940,Blackmore,Blackmore_307.png,(+),,
941,Montaigne,Montaigne_124.png,(+),,
942,Allestree,Allestree_102.png,(+),,
943,Defoe,Defoe_227.png,(+),,
944,Voltaire,Voltaire_065.png,(+),,
945,Ascham,Ascham_01_025.png,(+),,
946,Confucius,Confucius_111.png,(+),,
947,Ascham,Ascham_01_031.png,(+),,
948,Voltaire,Voltaire_071.png,(+),,
949,Confucius,Confucius_105.png,(+),,
950,Ascham,Ascham_01_019.png,(+),,
951,Browne,Browne_163.png,(+),,
952,Confucius,Confucius_139.png,(+),,
953,Montaigne,Montaigne_483.png,(+),,
954,Browne,Browne_188.png,(+),,
955,Blackmore,Blackmore_139.png,(+),,
956,Montaigne,Montaigne_454.png,(+),,
957,Defoe,Defoe_031.png,(+),,
958,Montaigne,Montaigne_332.png,(+),,
959,Blackmore,Blackmore_105.png,(+),,
960,Voltaire,Voltaire_097.png,(+),,
961,Montaigne,Montaigne_459.png,(+),,
962,Blackmore,Blackmore_108.png,(+),,
963,Defoe,Defoe_028.png,(+),,
964,Voltaire,Voltaire_083.png,(+),,
965,Blackmore,Blackmore_120.png,(+),,
966,Montaigne,Montaigne_303.png,(+),,
967,Browne,Browne_191.png,(+),,
968,Blackmore,Blackmore_134.png,(+),,
969,Montaigne,Montaigne_317.png,(+),,
970,Albin,Albin_028.png,(+),,
971,Confucius,Confucius_120.png,(+),,
972,Voltaire,Voltaire_054.png,(+),,
973,Confucius,Confucius_134.png,(+),,
974,Ascham,Ascham_01_028.png,(+),,
975,Browne,Browne_152.png,(+),,
976,Browne,Browne_146.png,(+),,
977,Confucius,Confucius_108.png,(+),,
978,Voltaire,Voltaire_295.png,(+),,
979,Voltaire,Voltaire_281.png,(+),,
980,Montaigne,Montaigne_129.png,(+),,
981,Montaigne,Montaigne_101.png,(+),,
982,Allestree,Allestree_127.png,(+),,
983,Montaigne,Montaigne_667.png,(+),,
984,Allestree,Allestree_133.png,(+),,
985,Montaigne,Montaigne_115.png,(+),,
986,Voltaire,Voltaire_256.png,(+),,
987,Browne,Browne_344.png,(+),,
988,Allestree,Allestree_053.png,(+),,
989,Montaigne,Montaigne_075.png,(+),,
990,Blackmore,Blackmore_256.png,(+),,
991,Montaigne,Montaigne_061.png,(+),,
992,Allestree,Allestree_047.png,(+),,
993,Blackmore,Blackmore_242.png,(+),,
994,Voltaire,Voltaire_322.png,(+),,
995,Allestree,Allestree_090.png,(+),,
996,Blackmore,Blackmore_295.png,(+),,
997,Allestree,Allestree_084.png,(+),,
998,Blackmore,Blackmore_281.png,(+),,
999,Confucius,Confucius_097.png,(+),,
1000,Albin,Albin_174.png,(+),,
1001,Blackmore,Blackmore_068.png,(+),,
1002,Confucius,Confucius_083.png,(+),,
1003,Albin,Albin_148.png,(+),,
1004,Blackmore,Blackmore_054.png,(+),,
1005,Allestree,Allestree_251.png,(+),,
1006,Montaigne,Montaigne_277.png,(+),,
1007,Blackmore,Blackmore_040.png,(+),,
1008,Montaigne,Montaigne_263.png,(+),,
1009,Allestree,Allestree_245.png,(+),,
1010,Montaigne,Montaigne_505.png,(+),,
1011,Confucius,Confucius_054.png,(+),,
1012,Voltaire,Voltaire_120.png,(+),,
1013,Montaigne,Montaigne_288.png,(+),,
1014,Confucius,Confucius_040.png,(+),,
1015,Voltaire,Voltaire_134.png,(+),,
1016,Confucius,Confucius_068.png,(+),,
1017,Browne,Browne_026.png,(+),,
1018,Blackmore,Blackmore_097.png,(+),,
1019,Blackmore,Blackmore_083.png,(+),,
1020,Voltaire,Voltaire_108.png,(+),,
1021,Browne,Browne_033.png,(+),,
1022,Dryden,Dryden_044.png,(+),,
1023,Blackmore,Blackmore_082.png,(+),,
1024,Voltaire,Voltaire_109.png,(+),,
1025,Confucius,Confucius_069.png,(+),,
1026,Blackmore,Blackmore_096.png,(+),,
1027,Browne,Browne_027.png,(+),,
1028,Voltaire,Voltaire_135.png,(+),,
1029,Confucius,Confucius_041.png,(+),,
1030,Voltaire,Voltaire_121.png,(+),,
1031,Confucius,Confucius_055.png,(+),,
1032,Montaigne,Montaigne_289.png,(+),,
1033,Montaigne,Montaigne_262.png,(+),,
1034,Blackmore,Blackmore_041.png,(+),,
1035,Montaigne,Montaigne_504.png,(+),,
1036,Montaigne,Montaigne_276.png,(+),,
1037,Allestree,Allestree_250.png,(+),,
1038,Blackmore,Blackmore_055.png,(+),,
1039,Confucius,Confucius_082.png,(+),,
1040,Montaigne,Montaigne_538.png,(+),,
1041,Confucius,Confucius_096.png,(+),,
1042,Blackmore,Blackmore_069.png,(+),,
1043,Defoe,Defoe_149.png,(+),,
1044,Blackmore,Blackmore_280.png,(+),,
1045,Allestree,Allestree_085.png,(+),,
1046,Browne,Browne_225.png,(+),,
1047,Allestree,Allestree_091.png,(+),,
1048,Voltaire,Voltaire_337.png,(+),,
1049,Browne,Browne_219.png,(+),,
1050,Voltaire,Voltaire_323.png,(+),,
1051,Blackmore,Blackmore_243.png,(+),,
1052,Allestree,Allestree_046.png,(+),,
1053,Blackmore,Blackmore_257.png,(+),,
1054,Montaigne,Montaigne_074.png,(+),,
1055,Allestree,Allestree_052.png,(+),,
1056,Montaigne,Montaigne_048.png,(+),,
1057,Browne,Browne_345.png,(+),,
1058,Voltaire,Voltaire_243.png,(+),,
1059,Voltaire,Voltaire_257.png,(+),,
1060,Montaigne,Montaigne_114.png,(+),,
1061,Allestree,Allestree_132.png,(+),,
1062,Allestree,Allestree_126.png,(+),,
1063,Montaigne,Montaigne_100.png,(+),,
1064,Montaigne,Montaigne_666.png,(+),,
1065,Voltaire,Voltaire_280.png,(+),,
1066,Montaigne,Montaigne_128.png,(+),,
1067,Voltaire,Voltaire_294.png,(+),,
1068,Browne,Browne_147.png,(+),,
1069,Confucius,Confucius_109.png,(+),,
1070,Ascham,Ascham_01_029.png,(+),,
1071,Voltaire,Voltaire_069.png,(+),,
1072,Confucius,Confucius_135.png,(+),,
1073,Ascham,Ascham_01_015.png,(+),,
1074,Voltaire,Voltaire_055.png,(+),,
1075,Confucius,Confucius_121.png,(+),,
1076,Montaigne,Montaigne_316.png,(+),,
1077,Blackmore,Blackmore_135.png,(+),,
1078,Browne,Browne_190.png,(+),,
1079,Blackmore,Blackmore_121.png,(+),,
1080,Defoe,Defoe_029.png,(+),,
1081,Blackmore,Blackmore_109.png,(+),,
1082,Voltaire,Voltaire_082.png,(+),,
1083,Albin,Albin_015.png,(+),,
1084,Voltaire,Voltaire_096.png,(+),,
1085,Voltaire,Voltaire_080.png,(+),,
1086,Montaigne,Montaigne_328.png,(+),,
1087,Voltaire,Voltaire_094.png,(+),,
1088,Albin,Albin_003.png,(+),,
1089,Montaigne,Montaigne_314.png,(+),,
1090,Blackmore,Blackmore_137.png,(+),,
1091,Defoe,Defoe_017.png,(+),,
1092,Blackmore,Blackmore_123.png,(+),,
1093,Defoe,Defoe_003.png,(+),,
1094,Ascham,Ascham_01_003.png,(+),,
1095,Confucius,Confucius_137.png,(+),,
1096,Browne,Browne_179.png,(+),,
1097,Montaigne,Montaigne_499.png,(+),,
1098,Voltaire,Voltaire_057.png,(+),,
1099,Ascham,Ascham_01_017.png,(+),,
1100,Confucius,Confucius_123.png,(+),,
1101,Browne,Browne_145.png,(+),,
1102,Browne,Browne_151.png,(+),,
1103,Defoe,Defoe_229.png,(+),,
1104,Blackmore,Blackmore_309.png,(+),,
1105,Voltaire,Voltaire_282.png,(+),,
1106,Voltaire,Voltaire_296.png,(+),,
1107,Allestree,Allestree_118.png,(+),,
1108,Defoe,Defoe_215.png,(+),,
1109,Allestree,Allestree_130.png,(+),,
1110,Montaigne,Montaigne_664.png,(+),,
1111,Defoe,Defoe_201.png,(+),,
1112,Montaigne,Montaigne_102.png,(+),,
1113,Allestree,Allestree_124.png,(+),,
1114,Voltaire,Voltaire_241.png,(+),,
1115,Voltaire,Voltaire_255.png,(+),,
1116,Browne,Browne_347.png,(+),,
1117,Voltaire,Voltaire_269.png,(+),,
1118,Browne,Browne_353.png,(+),,
1119,Allestree,Allestree_078.png,(+),,
1120,Blackmore,Blackmore_269.png,(+),,
1121,Blackmore,Blackmore_241.png,(+),,
1122,Montaigne,Montaigne_062.png,(+),,
1123,Blackmore,Blackmore_255.png,(+),,
1124,Allestree,Allestree_050.png,(+),,
1125,Montaigne,Montaigne_076.png,(+),,
1126,Voltaire,Voltaire_335.png,(+),,
1127,Voltaire,Voltaire_321.png,(+),,
1128,Montaigne,Montaigne_089.png,(+),,
1129,Blackmore,Blackmore_282.png,(+),,
1130,Allestree,Allestree_087.png,(+),,
1131,Voltaire,Voltaire_309.png,(+),,
1132,Blackmore,Blackmore_296.png,(+),,
1133,Allestree,Allestree_093.png,(+),,
1134,Confucius,Confucius_080.png,(+),,
1135,Montaigne,Montaigne_248.png,(+),,
1136,Confucius,Confucius_094.png,(+),,
1137,Allestree,Allestree_246.png,(+),,
1138,Blackmore,Blackmore_043.png,(+),,
1139,Allestree,Allestree_252.png,(+),,
1140,Blackmore,Blackmore_057.png,(+),,
1141,Voltaire,Voltaire_137.png,(+),,
1142,Confucius,Confucius_043.png,(+),,
1143,Voltaire,Voltaire_123.png,(+),,
1144,Confucius,Confucius_057.png,(+),,
1145,Blackmore,Blackmore_080.png,(+),,
1146,Browne,Browne_031.png,(+),,
1147,Blackmore,Blackmore_094.png,(+),,
1148,Blackmore,Blackmore_095.png,(+),,
1149,Browne,Browne_030.png,(+),,
1150,Blackmore,Blackmore_081.png,(+),,
1151,Confucius,Confucius_056.png,(+),,
1152,Confucius,Confucius_042.png,(+),,
1153,Blackmore,Blackmore_056.png,(+),,
1154,Allestree,Allestree_253.png,(+),,
1155,Montaigne,Montaigne_507.png,(+),,
1156,Blackmore,Blackmore_042.png,(+),,
1157,Allestree,Allestree_247.png,(+),,
1158,Defoe,Defoe_162.png,(+),,
1159,Montaigne,Montaigne_249.png,(+),,
1160,Confucius,Confucius_095.png,(+),,
1161,Confucius,Confucius_081.png,(+),,
1162,Albin,Albin_162.png,(+),,
1163,Browne,Browne_226.png,(+),,
1164,Allestree,Allestree_092.png,(+),,
1165,Blackmore,Blackmore_297.png,(+),,
1166,Allestree,Allestree_086.png,(+),,
1167,Blackmore,Blackmore_283.png,(+),,
1168,Voltaire,Voltaire_308.png,(+),,
1169,Voltaire,Voltaire_320.png,(+),,
1170,Montaigne,Montaigne_088.png,(+),,
1171,Voltaire,Voltaire_334.png,(+),,
1172,Montaigne,Montaigne_077.png,(+),,
1173,Allestree,Allestree_051.png,(+),,
1174,Allestree,Allestree_045.png,(+),,
1175,Allestree,Allestree_079.png,(+),,
1176,Voltaire,Voltaire_268.png,(+),,
1177,Browne,Browne_352.png,(+),,
1178,Voltaire,Voltaire_254.png,(+),,
1179,Voltaire,Voltaire_240.png,(+),,
1180,Montaigne,Montaigne_665.png,(+),,
1181,Allestree,Allestree_125.png,(+),,
1182,Montaigne,Montaigne_103.png,(+),,
1183,Montaigne,Montaigne_117.png,(+),,
1184,Allestree,Allestree_131.png,(+),,
1185,Defoe,Defoe_214.png,(+),,
1186,Voltaire,Voltaire_297.png,(+),,
1187,Allestree,Allestree_119.png,(+),,
1188,Blackmore,Blackmore_308.png,(+),,
1189,Defoe,Defoe_228.png,(+),,
1190,Voltaire,Voltaire_283.png,(+),,
1191,Browne,Browne_144.png,(+),,
1192,Confucius,Confucius_122.png,(+),,
1193,Voltaire,Voltaire_056.png,(+),,
1194,Ascham,Ascham_01_016.png,(+),,
1195,Montaigne,Montaigne_498.png,(+),,
1196,Confucius,Confucius_136.png,(+),,
1197,Ascham,Ascham_01_002.png,(+),,
1198,Browne,Browne_178.png,(+),,
1199,Defoe,Defoe_002.png,(+),,
1200,Blackmore,Blackmore_122.png,(+),,
1201,Montaigne,Montaigne_301.png,(+),,
1202,Montaigne,Montaigne_473.png,(+),,
1203,Blackmore,Blackmore_136.png,(+),,
1204,Montaigne,Montaigne_315.png,(+),,
1205,Browne,Browne_187.png,(+),,
1206,Albin,Albin_002.png,(+),,
1207,Voltaire,Voltaire_095.png,(+),,
1208,Voltaire,Voltaire_081.png,(+),,
1209,Browne,Browne_183.png,(+),,
1210,Blackmore,Blackmore_132.png,(+),,
1211,Defoe,Defoe_012.png,(+),,
1212,Montaigne,Montaigne_305.png,(+),,
1213,Blackmore,Blackmore_126.png,(+),,
1214,Defoe,Defoe_006.png,(+),,
1215,Browne,Browne_197.png,(+),,
1216,Voltaire,Voltaire_085.png,(+),,
1217,Voltaire,Voltaire_091.png,(+),,
1218,Montaigne,Montaigne_339.png,(+),,
1219,Browne,Browne_140.png,(+),,
1220,Browne,Browne_154.png,(+),,
1221,Montaigne,Montaigne_488.png,(+),,
1222,Voltaire,Voltaire_046.png,(+),,
1223,Confucius,Confucius_132.png,(+),,
1224,Ascham,Ascham_01_012.png,(+),,
1225,Confucius,Confucius_126.png,(+),,
1226,Browne,Browne_168.png,(+),,
1227,Defoe,Defoe_210.png,(+),,
1228,Allestree,Allestree_135.png,(+),,
1229,Montaigne,Montaigne_113.png,(+),,
1230,Defoe,Defoe_204.png,(+),,
1231,Montaigne,Montaigne_107.png,(+),,
1232,Allestree,Allestree_121.png,(+),,
1233,Montaigne,Montaigne_661.png,(+),,
1234,Montaigne,Montaigne_649.png,(+),,
1235,Voltaire,Voltaire_287.png,(+),,
1236,Allestree,Allestree_109.png,(+),,
1237,Defoe,Defoe_238.png,(+),,
1238,Blackmore,Blackmore_318.png,(+),,
1239,Voltaire,Voltaire_293.png,(+),,
1240,Voltaire,Voltaire_278.png,(+),,
1241,Browne,Browne_342.png,(+),,
1242,Voltaire,Voltaire_250.png,(+),,
1243,Blackmore,Blackmore_244.png,(+),,
1244,Montaigne,Montaigne_067.png,(+),,
1245,Blackmore,Blackmore_250.png,(+),,
1246,Allestree,Allestree_055.png,(+),,
1247,Montaigne,Montaigne_073.png,(+),,
1248,Blackmore,Blackmore_278.png,(+),,
1249,Allestree,Allestree_069.png,(+),,
1250,Browne,Browne_236.png,(+),,
1251,Blackmore,Blackmore_287.png,(+),,
1252,Allestree,Allestree_082.png,(+),,
1253,Allestree,Allestree_096.png,(+),,
1254,Voltaire,Voltaire_318.png,(+),,
1255,Voltaire,Voltaire_330.png,(+),,
1256,Montaigne,Montaigne_098.png,(+),,
1257,Voltaire,Voltaire_324.png,(+),,
